225; 0.166; 230.000
226; 0.166; 230.000
227; 0.235; 230.000
228; 0.166; 230.000
229; 0.166; 230.000
230; 0.288; 230.000
231; 5.790; 230.000
232; 5.585; 230.000
233; 5.417; 230.000
234; 5.558; 230.000
235; 5.480; 230.000
236; 5.657; 230.000
237; 5.667; 230.000
238; 5.548; 230.000
239; 5.546; 230.000

